Required Concept,CUI,Preferred Name
,C3500444,BLACK CURRANT 3 [hp_X] in 1 mL / VIBURNUM OPULUS BARK 3 [hp_X] in 1 mL / ASPIDOSPERMA QUEBRACHO-BLANCO BARK 5 [hp_X] in 1 mL / ARSENIC TRIIODIDE 6 [hp_X] in 1 mL / BLATTA ORIENTALIS 6 [hp_X] in 1 mL / NAPHTHALENE 6 [hp_X] in 1 mL / SYMPLOCARPUS FOETIDUS ROOT 6 [hp_X] in 1 mL / CINNAMIC ACID 6 [hp_X] in 1 mL / COUMARIN 6 [hp_X] in 1 mL / GALLIC ACID 6 [hp_X] in 1 mL / INDOLE 6 [hp_X] in 1 mL / QUERCETIN 6 [hp_X] in 1 mL / RUTIN 6 [hp_X] in 1 mL / DERMATOPHAGOIDES FARINAE 9 [hp_X] in 1 mL / OXYGEN 12 [hp_X] in 1 mL / MALVIN 12 [hp_C] in 1 mL ORAL LIQUID [Asthma Plus]
,C4275972,RIBES NIGRUM LEAF 3 [hp_X] in 1 mL / VIBURNUM OPULUS BARK 3 [hp_X] in 1 mL / QUEBRACHO BARK 5 [hp_X] in 1 mL / ARSENIC TRIIODIDE 6 [hp_X] in 1 mL / BLATTA ORIENTALIS 6 [hp_X] in 1 mL / NAPHTHALENE 6 [hp_X] in 1 mL / SYMPLOCARPUS FOETIDUS ROOT 6 [hp_X] in 1 mL / CINNAMIC ACID 6 [hp_X] in 1 mL / COUMARIN 6 [hp_X] in 1 mL / GALLIC ACID 6 [hp_X] in 1 mL / INDOLE 6 [hp_X] in 1 mL / QUERCETIN 6 [hp_X] in 1 mL / RUTIN 6 [hp_X] in 1 mL / DERMATOPHAGOIDES FARINAE 9 [hp_X] in 1 mL / OXYGEN 12 [hp_X] in 1 mL / MALVIN 12 [hp_C] in 1 mL ORAL LIQUID [Asthma Plus]
,C4723165,RIBES NIGRUM LEAF 3 [hp_X] in 1 mL / VIBURNUM OPULUS BARK 3 [hp_X] in 1 mL / QUEBRACHO BARK 5 [hp_X] in 1 mL / BLATTA ORIENTALIS 6 [hp_X] in 1 mL / SYMPLOCARPUS FOETIDUS ROOT 6 [hp_X] in 1 mL / CINNAMIC ACID 6 [hp_X] in 1 mL / GALLIC ACID 6 [hp_X] in 1 mL / INDOLE 6 [hp_X] in 1 mL / QUERCETIN 6 [hp_X] in 1 mL / RUTIN 6 [hp_X] in 1 mL / ARSENIC TRIIODIDE 8 [hp_X] in 1 mL / NAPHTHALENE 8 [hp_X] in 1 mL / COUMARIN 8 [hp_X] in 1 mL / DERMATOPHAGOIDES FARINAE 9 [hp_X] in 1 mL / OXYGEN 12 [hp_X] in 1 mL / MALVIN 12 [hp_C] in 1 mL ORAL LIQUID [Asthma Plus]
,C5207424,RIBES NIGRUM LEAF 3 [hp_X] in 1 mL / VIBURNUM OPULUS BARK 3 [hp_X] in 1 mL / QUEBRACHO BARK 5 [hp_X] in 1 mL / BLATTA ORIENTALIS 6 [hp_X] in 1 mL / SYMPLOCARPUS FOETIDUS ROOT 6 [hp_X] in 1 mL / CINNAMIC ACID 6 [hp_X] in 1 mL / GALLIC ACID 6 [hp_X] in 1 mL / INDOLE 6 [hp_X] in 1 mL / QUERCETIN 6 [hp_X] in 1 mL / RUTIN 6 [hp_X] in 1 mL / ARSENIC TRIIODIDE 8 [hp_X] in 1 mL / NAPHTHALENE 8 [hp_X] in 1 mL / COUMARIN 8 [hp_X] in 1 mL / OXYGEN 12 [hp_X] in 1 mL / DERMATOPHAGOIDES FARINAE 9 [hp_C] in 1 mL / MALVIN 12 [hp_C] in 1 mL ORAL LIQUID [Asthma Plus]
transport,C0001476,Ca(2+)-Transporting ATPase
,C0526909,Cationic Amino Acid Transporter 2
,C0600150,Adenine Nucleotide Translocator 2
,C0757457,multidrug resistance-associated protein 3
,C1159608,alpha-ketoglutarate transport
,C1422162,NUTF2 gene
,C1538686,PNPLA2 gene
,C1609650,"SLC7A2 protein, human"
,C2246631,2-aminoethylphosphonate transport
,C2247816,ethanolamine transport
,C2753887,glycerol-2-phosphate transport
,C3822118,oxaloacetate(2-) transmembrane transport
,C3895427,ferrous iron transmembrane transport
,C4327353,autoinducer AI-2 transmembrane transport
,C3822119,2-isopropylmalate(2-) transmembrane transport
,C0071191,"NUTF2 protein, human"
,C0765252,"ATSTP2 protein, Arabidopsis"
,C0969321,Vesicular Glutamate Transport Protein 2
,C1159457,2-keto-3-deoxygluconate transport
,C1420164,SLC27A2 gene
,C1420185,SLC34A1 gene
,C1425281,SLC38A5 gene
,C1609364,"Ntf-2 protein, Drosophila"
,C1824506,TANGO2 gene
,C2976310,"Ntf2 protein, Xenopus"
magnesium sulfate,C3887793,2 ML Magnesium Sulfate 500 MG/ML Injection
,C3887795,10 ML Magnesium Sulfate 500 MG/ML Injection
,C3888179,100 ML Magnesium Sulfate 40 MG/ML Injection
,C3888181,50 ML Magnesium Sulfate 40 MG/ML Injection
,C0707510,50 ML Magnesium Sulfate 500 MG/ML Injection
,C3887791,20 ML Magnesium Sulfate 500 MG/ML Injection
,C3888178,1000 ML Magnesium Sulfate 40 MG/ML Injection
,C0054744,"ammonium, magnesium, manganese, sodium bicarbonate, zinc sulfate drug combination"
,C0133842,"2,2'-dithio-bis-pyridine-1-oxide magnesium sulfate"
,C0778280,500 ML Magnesium Sulfate 20 MG/ML Injection
,C0954610,"dodecyl sulfate, magnesium, sodium salt (4:1:2)"
,C2723481,Magnesium Sulfate 20 MG/ML Injection
,C4048860,"MAGNESIUM SULFATE 20 g in 500 mL INTRAVENOUS INJECTION, SOLUTION"
,C4271082,Dextrose/Magnesium Sulfate 5%-2 GM Intravenous Solution
,C4292739,Dextrose/Magnesium Sulfate 5%-2 GM/50 ML Intravenous Solution
,C0054724,Carbostimulin
,C2926964,2 (16 OZ magnesium sulfate 1.6 GM / potassium sulfate 3.13 GM / sodium sulfate 17.5 GM Oral Solution) Pack
,C0064237,Kaologeais
,C4689416,MAGNESIUM SULFATE HEPTAHYDRATE 2 [hp_X] in 100 mL TOPICAL GEL [RECOVERY BALM - COOL HEAT]
,C4689417,MAGNESIUM SULFATE HEPTAHYDRATE 2 [hp_X] in 100 mL TOPICAL GEL [RECOVERY BALM - ORIGINAL]
,C4689418,MAGNESIUM SULFATE HEPTAHYDRATE 2 [hp_X] in 100 mL TOPICAL GEL [RECOVERY BALM - ULTRA]
,C2926965,{2 (480 ML Magnesium Sulfate 0.0277 MEQ/ML / potassium sulfate 0.0374 MEQ/ML / sodium sulfate 0.257 MEQ/ML Oral Solution) } Pack [Suprep Bowel Prep Kit]
,C3487679,magnesium sulfate 2 [hp_X] in 100 mL / potassium chloride 2 [hp_X] in 100 mL / sodium chloride 2 [hp_X] in 100 mL ORAL SOLUTION/ DROPS [Pleo Chelate]
,C1657386,dexpanthenol 0.2 MG/ML / Magnesium Sulfate 0.0467 MG/ML / manganese sulfate 0.0467 MG/ML / Niacinamide 0.467 MG/ML / pyridoxine 0.0467 MG/ML / Riboflavin 0.04 MG/ML / Thiamine 0.0333 MG/ML / Vitamin B 12 0.000133 MG/ML / Zinc Sulfate 0.333 MG/ML Oral Solution [Ellis Tonic]
,C1950792,dexpanthenol 0.2 MG/ML / Magnesium Sulfate 0.0467 MG/ML / manganese sulfate 0.0467 MG/ML / Niacinamide 0.467 MG/ML / pyridoxine 0.0467 MG/ML / Riboflavin 0.04 MG/ML / Thiamine 0.0333 MG/ML / Vitamin B 12 0.000133 MG/ML / Zinc Sulfate 0.333 MG/ML Oral Solution [Eldertonic]
combative,C0241845,combative
,C0741454,BEHAVIOR COMBATIVE
,C1457883,Aggressive reaction
,C2366927,convulsions followed by combative behavior
,C2874326,Vascular dementia with combative behavior
,C3161185,"Dementia, with combative behavior"
,C3263951,Unspecified dementia with combative behavior
,C4268195,Major neurocognitive disorder with combative behavior
,C0878760,Dementia in conditions classified elsewhere with combative behavior
,C2874332,Dementia in other diseases classified elsewhere with combative behavior
,C4268199,Major neurocognitive disorder in other diseases classified elsewhere with combative behavior
,C4534295,"Physical aggression: aggressive or combative to self and others (for example, hits self, throws objects, punches, dangerous maneuvers with wheelchair or other objects)"
tachycardia,C0039231,Tachycardia
,C3827868,Tachycardia by ECG Finding
,C0039235,"Tachycardia, Ectopic Junctional"
,C0039236,"Tachycardia, Paroxysmal"
,C0039239,Sinus Tachycardia
,C0039240,Supraventricular tachycardia
,C0042514,"Tachycardia, Ventricular"
,C0221047,Bradycardia-tachycardia syndrome
,C0232211,Idiojunctional tachycardia
,C0241324,"TACHYCARDIA, EXERTIONAL"
,C0242514,"Tachycardia, Reciprocating"
,C0340468,Sinoatrial node tachycardia
,C0340471,Atrioventricular tachycardia
,C0344428,Ventricular Tachycardia by ECG Finding
,C0392191,Irregular tachycardia
,C0410918,Fetal tachycardia
,C0428982,AV junctional (nodal) tachycardia
,C0457252,Baseline tachycardia
,C0546959,Atrial tachycardia
,C0549268,Tachycardia aggravated
,C0749248,TACHYCARDIA REST
,C0749250,TACHYCARDIA WITH ECTOPY
,C0849662,supraventicular tachycardia
,C0858524,Tachycardia nervous
,C0877308,Neonatal tachycardia
rash,C0015230,Exanthema
,C0302295,Eruptions
,C0006846,Cutaneous Candidiasis
,C0011609,Drug Eruptions
,C0011974,Diaper Rash
,C0013595,Eczema
,C0026113,Miliaria
,C0031256,Petechiae
,C0033771,Prurigo
,C0036830,Serum Sickness
,C0042109,Urticaria
,C0085641,Pustular rash
,C0151882,Purpuric rash
,C0151883,Vesiculobullous rash
,C0153062,Viral exanthem
,C0162423,Miliaria Rubra
,C0162451,Poison Ivy Dermatitis
,C0162830,"Dermatitis, Phototoxic"
,C0175167,Acneiform Eruptions
,C0221201,Macular rash
,C0221203,Vesicular rash
,C0221693,JRA rash
,C0234894,Dermatitis acneiform
,C0234913,Erythematous rash
,C0234916,Rash follicular
morphine,C0968013,3-(2-phenylbenzoyl) morphine
,C0949361,"Morphine Sulfate (2:1), Anhydrous"
,C0949362,"Morphine Sulfate (2:1), Pentahydrate"
,C2730213,Morphine Sulfate 2 MG/ML
,C4074427,2 ML Morphine Sulfate 1 MG/ML Injection
,C0070742,pholcodine
,C0693701,Morphine Sulfate 2 MG/ML Oral Suspension
,C0694188,paregoric 0.4 MG/ML Oral Solution
,C0978728,Morphine Sulfate 2 MG/ML Oral Solution
,C0978742,Morphine sulphate 100mg/50mL injection
,C0994900,1 ML Morphine Sulfate 8 MG/ML Prefilled Syringe
,C1321198,1 ML Morphine Sulfate 10 MG/ML Prefilled Syringe
,C2920422,1 ML Morphine Sulfate 4 MG/ML Prefilled Syringe
,C3503059,Morphine Sulfate 2 MG/ML Prefilled Syringe
,C4048840,30 ML Morphine Sulfate 1 MG/ML Injection
,C4048916,1 ML Morphine Sulfate 10 MG/ML Injection
,C4048921,10 ML Morphine Sulfate 25 MG/ML Injection
,C4048926,1 ML Morphine Sulfate 8 MG/ML Cartridge
,C4048933,1 ML Morphine Sulfate 4 MG/ML Injection
,C4048935,30 ML Morphine Sulfate 5 MG/ML Injection
,C4048936,1 ML Morphine Sulfate 5 MG/ML Injection
,C4048937,50 ML Morphine Sulfate 50 MG/ML Injection
,C4048996,1 ML Morphine Sulfate 2 MG/ML Cartridge
,C4049062,1 ML Morphine Sulfate 15 MG/ML Cartridge
,C4074428,2 ML Morphine Sulfate 0.5 MG/ML Injection
tripoding,C0454273,Tripod
decreased visual acuity,C0234632,Reduced visual acuity
,C0750276,VISUAL ACUITY DECREASED BILATERALLY
,C0750277,VISUAL ACUITY DECREASED OD
,C0750278,VISUAL ACUITY DECREASED OS
,C0750279,VISUAL ACUITY DECREASED UNILATERAL
,C3277697,"Decreased visual acuity, progressive"
,C3553696,"Decreased visual acuity, nonprogressive"
,C3899402,Decreased Uncorrected Visual Acuity
,C4013041,Decreased visual acuity (rare)
,C2751771,"Decreased visual acuity, adult-onset"
,C3278981,"Decreased visual acuity, slowly progressive"
,C3554187,Decreased visual acuity (in some patients)
,C3809300,"Decreased visual acuity, rapidly progressive"
,C3899401,Decreased Visual Acuity with Current Correction
,C3899404,Decreased best corrected visual acuity
,C4479721,Decreased visual acuity (in older patients)
,C5232487,Decreased visual acuity (in early childhood)
,C1845139,"Decreased visual acuity, in some female carriers"
,C2938908,Best-corrected distance visual acuity decreased
,C3552985,Decreased visual acuity in fourth decade of life
,C3854540,Normal luminance best-corrected visual acuity decreased
,C3854541,Low luminance best-corrected visual acuity decreased
,C4229291,"Moderately decreased visual acuity, late-onset"
,C4230088,Decreased visual acuity from infancy or early childhood
,C4231171,Decreased best corrected visual acuity (in some patients)
myalgias,C0231528,Myalgia
,C0032238,"Pleurodynia, Epidemic"
,C0221570,Myalgias/Myopathy
,C0410249,Viral myalgia
,C2674035,"Myalgia, episodic"
,C2232738,sudden onset of generalized muscle aches
shortness of breath,C0013404,Dyspnea
,C2707305,Shortness of breath:-:Point in time:^Patient:-
,C3274920,Have Shortness of Breath question
,C4054349,No Shortness of Breath
,C4084762,Usual Severity Shortness of Breath
,C4084763,How Often Shortness of Breath
,C4084764,How Much Distress Shortness of Breath
,C4553552,Shortness of Breath Visual Analogue Scale
,C0231807,Dyspnea on exertion
,C0517527,SHORTNESS OF BREATH NOT PRESENT
,C0574066,Increasing breathlessness
,C0743330,Resting Dyspnea
,C0748641,SHORTNESS OF BREATH ACUTE
,C0748642,SHORTNESS OF BREATH CHRONIC
,C0748643,SHORTNESS OF BREATH EPISODE
,C0748644,SHORTNESS OF BREATH EXTREME
,C0748646,shortness of breath intermittent
,C0748647,SHORTNESS OF BREATH NEW ONSET
,C0748648,SHORTNESS OF BREATH PROGRESSIVE
,C0748649,shortness of breath rest
,C0748650,SHORTNESS OF BREATH STABLE CHRONIC
,C0946383,Shortness of breath with activity
,C1275492,CLASP shortness of breath score
,C1963100,"Dyspnea, CTCAE"
,C3641530,PHQ-15 - Shortness of Breath
anxiety,C0003467,Anxiety
,C0003469,Anxiety Disorders
,C0860603,Anxiety symptoms
,C1963064,"Anxiety, CTCAE 3.0"
,C4050613,Anxiety Scale (BASC-2)
,C4552735,"Anxiety, CTCAE 5.0"
,C4553381,Anxiety Visual Analogue Scale
,C0497330,Anxiety disorder/anxiety state
,C1387807,"anxiety; nocturnal, dream anxiety"
,C0003476,"Anxiety, Castration"
,C0003477,Separation Anxiety Disorder
,C0015726,Fear (Mental Process)
,C0085380,Dental Anxiety
,C0150135,Alleviating anxiety
,C0231397,Anticipatory anxiety
,C0231401,Mild anxiety
,C0231402,Moderate anxiety
,C0232711,Nervous diarrhea
,C0235107,Anxiety-ridden
,C0235111,Anxiety complex
,C0262373,AIDS ANXIETY
,C0262376,anxiety generalized
,C0262377,Situational anxiety
,C0270590,Anxiety hyperventilation
,C0338908,Mixed anxiety and depressive disorder
hypertension,C0020538,Hypertensive disease
,C1963138,"Hypertension, CTCAE"
,C2748577,No hypertension
,C0810002,Hypertension with complications and secondary hypertension
,C1391549,"c.pregnancy; hypertension, gestational hypertension"
,C1411597,"pregnancy; hypertension, gestational hypertension"
,C4546218,Diastolic hypertension and systolic hypertension
,C0018036,"Hypertension, Goldblatt"
,C0020540,Malignant Hypertension
,C0020541,Portal Hypertension
,C0020542,Pulmonary Hypertension
,C0020544,Renal hypertension
,C0020545,"Hypertension, Renovascular"
,C0028840,Ocular Hypertension
,C0085580,Essential Hypertension
,C0151740,Intracranial Hypertension
,C0152105,Hypertensive heart disease
,C0152170,Transient hypertension
,C0155616,Secondary hypertension
,C0204946,Hypertension education
,C0206586,Endolymphatic Hydrops
,C0221154,Paroxysmal hypertension
,C0221155,Systolic hypertension
,C0234708,Raised intraocular pressure (finding)
,C0235222,Diastolic hypertension
tachypnea,C0231835,Tachypnea
,C0475118,O/E - tachypnea
,C1112613,Neonatal tachypnea
,C1406798,transitory; tachypnea
,C3806218,Episodic tachypnea
,C0158940,Transitory tachypnea of newborn
,C0456007,Mild transient tachypnea of newborn
,C0456008,Severe transient tachypnea of newborn
,C0751510,Sleep-Related Neurogenic Tachypnea
,C2910386,"Tachypnea, not elsewhere classified"
,C4031938,apnea alternating with tachypnea
,C4227836,"Tachypnea, neonatal (in some patients)"
,C0513235,"Monitor for dyspnea, fatigue, tachypnea, and orthopnea"
,C0513259,"Monitor for fluid loss (e.g., bleeding, vomiting, diarrhea, perspiration, and tachypnea)"
,C0548017,"Monitor for dyspnea, hyperventilation, stridor, retractions, tachypnea, sneezing, hoarseness, chest pain or tightness, cyanosis."
,C4711910,"Monitor for sources of fluid loss (e.g., bleeding, vomiting, diarrhea, excessive perspiration, and tachypnea)"
,C4711973,"Respond to signs of respiratory distress (e.g., tachypnea, nasal flaring, grunting, retractions, rhonchi, and rales)"
,C4713700,"Monitor for early signs of systemic inflammatory response syndrome (e.g., increased temperature, tachycardia, tachypnea, hypocarbia, leukocytosis, or leucopenia)"
,C4711063,"Critically evaluate any reports of: new-onset wheezing, hemoptysis, or pain with inspiration; chest, shoulder, back, or pleuritic pain; dyspnea, tachypnea, tachycardia, or syncope"
,C4711814,"Monitor respiratory pattern for symptoms of pulmonary edema (e.g., anxiety, air hunger, orthopnea, dyspnea, tachypnea, cough, frothy sputum production, and shortness of breath)"
,C4713438,"Monitor breathing patterns (e.g., bradypnea, tachypnea, hyperventilation, Kussmaul respirations, Cheyne-Stokes respirations, apneustic, Biot's respiration, ataxic patterns)"
,C4713670,"Monitor for physiological changes related to loss of vascular tone (e.g., note decreased BP, bradycardia, tachypnea, reduced pulse pressure, anxiety, oliguria)"
,C4711017,"Evaluate changes in respiratory and cardiac status (e.g., new-onset wheezing, hemoptysis, dyspnea, tachypnea, tachycardia, syncope) as patients who experience DVT are at a higher risk of recurrence and PE"
,C4711045,"Evaluate changes in respiratory and cardiac status (e.g., new-onset wheezing, hemoptysis, dyspnea, tachypnea, tachycardia, syncope) as patients who experience PE or DVT are at a higher risk of recurrence"
,C4712333,"Monitor for signs of malignant hyperthermia (e.g., hypercarbia, hyperthermia, tachycardia, tachypnea, metabolic acidosis, arrhythmias, cyanosis, mottled skin, muscle rigidity, profuse sweating, and unstable blood pressure)"
vaginal discharge,C0227791,Vaginal Discharge
,C0438692,Vaginal discharge symptom
,C4554648,"Vaginal Discharge, CTCAE"
,C0023533,Leukorrhea
,C0241622,Hemorrhagic vaginal discharge
,C0241623,Brown vaginal discharge
,C0241624,"VAGINAL DISCHARGE, CHEESY"
,C0241625,foul-smelling vaginal discharge
,C0241626,Frothy vaginal discharge
,C0241627,"VAGINAL DISCHARGE, MECONIUM STAINED"
,C0241628,Mucoid vaginal discharge
,C0241629,Purulent vaginal discharge
,C0241630,Serosanguinous vaginal discharge
,C0241631,Watery vaginal discharge
,C0241632,Yellow vaginal discharge
,C0425924,Vaginal discharge present
,C0425925,Vaginal discharge absent
,C0437076,O/E - vaginal discharge
,C0437077,O/E - no vaginal discharge
,C0437078,On examination - white vaginal discharge
,C0437079,O/E - creamy vaginal discharge
,C0437080,On examination - yellow vaginal discharge
,C0437081,On examination - green vaginal discharge
,C0437082,O/E - bloodstained vaginal discharge
,C0437083,On examination - frothy vaginal discharge
palpitations,C0030252,Palpitations
,C3160712,"Palpitations, CTCAE"
,C0425596,No palpitations
,C0235239,Palpitations - fluttering
,C0235240,Pounding heart
,C0237314,Irregular heart beat
,C0425585,Palpitations - rapid
,C0425598,Bumping heart
,C0522052,Intermittent palpitations
,C0549267,Palpitations aggravated
,C0849793,abnormal palpitations
,C1854346,obsolete Palpitations (with pheochromocytoma)
,C2032976,palpitations at rest
,C2032982,duration of palpitations
,C2032986,occurrence of palpitations
,C2032995,palpitations sustained
,C2032997,fast palpitations
,C3532616,History of palpitations
,C0497235,Palpitations/awareness of heart
,C1560303,"Grade 1 Palpitations, CTCAE"
,C1560304,"Grade 2 Palpitations, CTCAE"
,C1997301,Palpitations with regular rhythm
,C2032977,factors decreasing palpitations
,C2032978,palpitations decreased by bending over
,C2032979,palpitations decreased by coughing
headache,C0018681,Headache
,C4553197,"Headache, CTCAE"
,C0423624,No headache
,C4027863,rebound headache with intractable headache
,C0004317,Aural headache
,C0009088,Cluster Headache
,C0011364,Dental headache
,C0027427,Nasal headache
,C0028838,Ocular Headache
,C0032810,Postseizure headache
,C0032816,Post-Traumatic Headache
,C0033893,Tension Headache
,C0037195,Sinus headache
,C0042376,Vascular Headaches
,C0149931,Migraine Disorders
,C0151293,Chronic Headache
,C0231613,Occipital headache
,C0234240,Allergic headache
,C0239885,Headache dull
,C0239886,Frontal headache
,C0239887,"HEADACHE, POSTAURICULAR"
,C0239888,Headache recurrent
,C0239889,excruciating headache
,C0270697,Post-Lumbar Puncture Headache
,C0338480,Common Migraine
tonic-clonic,C1846619,Generalized clonic or tonic-clonic seizures
,C0014549,Tonic-Clonic Epilepsy
,C0494475,Tonic - clonic seizures
,C0751117,Cryptogenic Tonic-Clonic Epilepsy
,C0751118,"Epilepsy, Tonic-Clonic, Familial"
,C0751119,"Epilepsy, Tonic-Clonic, Symptomatic"
,C0848334,"status; epilepticus, tonic-clonic"
,C0919909,Tonic clonic movements
,C1409979,"status; epileptic, tonic-clonic"
,C1846131,Photosensitive tonic-clonic seizures
,C3536585,"Tonic-clonic seizure, refractory"
,C3809174,"Seizures, tonic, clonic, focal"
,C4013518,"Seizures, tonic-clonic (rare)"
,C4227356,Seizures (tonic-clonic or nonfebrile)
,C1845670,"Atypical absence, atonic/tonic, or tonic-clonic seizures"
,C0748577,SEIZURE DISORDER GENERALIZED TONIC CLONIC
,C0877017,Generalized tonic-clonic seizures with focal onset
,C1847165,Generalized tonic-clonic seizures on awakening
,C1863065,Generalized tonic-clonic seizures in 50%
,C2137261,tonic-clonic epilepsy with intractable epilepsy
,C3263967,Nonspecific tonic-clonic epileptic seizures
,C3279876,"Seizures, tonic-clonic (1 patient)"
,C3536584,"Tonic-clonic seizure, non-refractory"
,C3551291,Tonic-clonic seizures (less common)
,C3551487,Generalized tonic-clonic seizures (rare)
pain region,C0007859,Neck Pain
,C0024031,Low Back Pain
,C0030197,pain in or around eyes
,C0037011,Shoulder Pain
,C0238973,Pain in cheek
,C0458087,Pain finding at anatomical site
,C0578055,Pain of head and neck region
,C0838222,Pain in joint involving shoulder region
,C0839475,"Pain in limb, shoulder region"
,C0848201,pain in the umbilical region
,C0858652,Parotid region pain
,C1403230,pain; lumbar region
,C2032373,pain in left infraspinatus region
,C2032376,pain in left supraspinatus region
,C2032395,pelvic pain on the left
,C2032396,pelvic pain on the right
,C2370973,Radiating pain in a segment or region
,C2896445,Pain in axillary region
,C3649792,chest pain in the pleural region
,C4076174,Joint pain of pelvic region
,C4750931,Bilateral pain of inguinal region
,C0838226,"Pain in a joint, pelvic region and thigh"
,C0839479,"Pain in limb, pelvic region and thigh"
,C1286317,Characteristics of pain of head and neck region
,C1960987,Pain radiating to lumbar region of back
anxiety,C0003467,Anxiety
,C0003469,Anxiety Disorders
,C0860603,Anxiety symptoms
,C1963064,"Anxiety, CTCAE 3.0"
,C4050613,Anxiety Scale (BASC-2)
,C4552735,"Anxiety, CTCAE 5.0"
,C4553381,Anxiety Visual Analogue Scale
,C0497330,Anxiety disorder/anxiety state
,C1387807,"anxiety; nocturnal, dream anxiety"
,C0003476,"Anxiety, Castration"
,C0003477,Separation Anxiety Disorder
,C0015726,Fear (Mental Process)
,C0085380,Dental Anxiety
,C0150135,Alleviating anxiety
,C0231397,Anticipatory anxiety
,C0231401,Mild anxiety
,C0231402,Moderate anxiety
,C0232711,Nervous diarrhea
,C0235107,Anxiety-ridden
,C0235111,Anxiety complex
,C0262373,AIDS ANXIETY
,C0262376,anxiety generalized
,C0262377,Situational anxiety
,C0270590,Anxiety hyperventilation
,C0338908,Mixed anxiety and depressive disorder
confusion,C0009676,Confusion
,C0683369,Clouded consciousness
,C1963086,"Confusion, CTCAE 3.0"
,C4555211,"Confusion, CTCAE 5.0"
,C2712099,Actual Positive Absence Of Confusion
,C0152124,"Confusion, Reactive"
,C0221560,Chronic confusion
,C0558062,Onset of confusion
,C0559682,Intermittent confusion
,C0742735,CONFUSION BASELINE
,C0742737,CONFUSION EPISODE
,C0751053,"Confusion, Post-Ictal"
,C0813178,Bewilderment
,C0856071,Confusion aggravated
,C0857042,Acute onset of confusion
,C0857386,Nocturnal confusion
,C0858851,Confusion reversible
,C1285577,Acute confusional state
,C1306037,Dissociative confusion
,C1319200,Postoperative confusion
,C1410977,confusion; situational
,C1635002,Confusion:Find:Pt:^Patient:Ord:Observed.CCC
,C1847506,"Confusion, paroxysmal"
,C2107102,confusion fluctuates
,C2107115,confusion steadily worsening
baseline neurological status,C1269820,Assessment of baseline neurological status
,C0547357,Assess for changes in baseline neurological status.
,C1532249,Neurological status is consistent with or improved from preoperative baseline
,C2945829,Neurological status is maintained at or improved from baseline levels
malaise,C0231218,Malaise
,C0700200,Presyncope
,C0857027,Feeling Sick
,C4552989,"Malaise, CTCAE"
,C0024528,Malaise and fatigue
,C0042420,Vasovagal syncope
,C0205829,Malay Peninsula
,C0276584,AIDS with malaise
,C0850700,feeling of malaise
,C1142479,Vaccination related malaise
,C2732413,Postexertional fatigue
,C2830453,Other malaise
,C0439032,C/O - debility - malaise
,C0695252,Other malaise and fatigue
,C1096378,Near sudden infant death syndrome
,C1556361,"Fatigue, CTCAE 3.0"
,C1720231,Malaise associated with AIDS
,C2219845,malaise worse in morning
,C2219846,malaise worse in evening
,C2232737,malaise started suddenly
,C2936229,Infantile Apparent Life-Threatening Event
,C4685278,"Grade 1 Malaise, CTCAE"
,C4685798,"Grade 2 Malaise, CTCAE"
,C4686363,"Grade 3 Malaise, CTCAE"
,C0858636,Pharynx ill sensation of
cool skin,C1997526,Cool skin
,C2010775,generalized coolness of skin
,C2370077,Soothe & Cool Skin Paste
,C4060770,Skin cool to touch
,C4718529,Pale cool skin
,C2230155,cool skin and pallor with feet elevated
,C2230152,cool skin and pallor with feet in dependent position
,C2230153,cool and blue skin with feet in dependent position
,C2948195,Petrolatum 0.5 MG/MG / Zinc Oxide 0.1 MG/MG Paste [Soothe & Cool Skin Paste]
,C3474860,Soothe & Cool Skin Paste Paste Product
,C3663561,Soothe and Cool Free Medseptic Skin Protectant
,C2702032,Lanolin 0.5 MG/MG Topical Ointment
,C3193779,Barrier Skin Protectant Topical application Cream [SOOTHE & COOL INZO]
,C3474859,Petrolatum / Zinc Oxide Paste [Soothe & Cool Skin Paste]
,C0548326,"Flush exposed skin with copious amounts of cool water, use eyelid retractors if needed, and utilize appropriate neutralizing agent if indicated."
,C0794042,Lidocaine 5 MG/ML Topical Lotion
,C3474858,Petrolatum 0.5 MG/MG / Zinc Oxide 0.1 MG/MG [Soothe & Cool Skin Paste]
,C2940362,Triclosan 4.6 MG/ML Medicated Liquid Soap
,C4709922,"Monitor for signs and symptoms of persistent bleeding (e.g., hypotension, weak and rapid pulse, cool and clammy skin, rapid breathing, restlessness, reduced urine output)"
,C4709959,"Monitor for signs of hypovolemic shock (e.g., decreased blood pressure; rapid, thready pulse; increased respiratory rate; diaphoresis; restlessness; cool, clammy skin)"
,C4709605,"Instruct patient on signs and symptoms to be reported to health care provider (e.g., chronic pain, skin breakdown, tingling, absent peripheral pulse, cool skin temperature, and changes in functional needs or goals)"
,C4713699,"Monitor for early compensatory shock responses (e.g., normal blood pressure, narrowed pulse pressure, mild orthostatic hypotension [15 to 25 mm Hg], slight delayed capillary refill, pale/cool skin or flushed skin, slight tachypnea, nausea and vomiting, increased thirst, or weakness)"
,C3535311,OCTINOXATE 75 mg in 1 mL / OXYBENZONE 60 mg in 1 mL / OCTISALATE 50 mg in 1 mL TOPICAL LOTION [Skin So Soft Bug Guard Plus IR3535 Cool N Fabulous Disappearing Color Insect Repellent Sunscreen]
